"routeCode","busRegNo","serviceDate","schedDepart","schedArrive","headsign"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T14:10:00.000Z","2025-10-08T16:37:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T14:15:00.000Z","2025-10-08T16:42:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T14:20:00.000Z","2025-10-08T16:47:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T14:25:00.000Z","2025-10-08T16:52:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T14:30:00.000Z","2025-10-08T16:57:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T14:35:00.000Z","2025-10-08T17:02:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T14:40:00.000Z","2025-10-08T17:07:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T14:45:00.000Z","2025-10-08T17:12:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T14:50:00.000Z","2025-10-08T17:17:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T14:55:00.000Z","2025-10-08T17:22:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:00:00.000Z","2025-10-08T17:27:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:05:00.000Z","2025-10-08T17:32:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:10:00.000Z","2025-10-08T17:37:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:15:00.000Z","2025-10-08T17:42:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:20:00.000Z","2025-10-08T17:47:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:25:00.000Z","2025-10-08T17:52:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:30:00.000Z","2025-10-08T17:57:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:35:00.000Z","2025-10-08T18:02:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:40:00.000Z","2025-10-08T18:07:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:45:00.000Z","2025-10-08T18:12:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:50:00.000Z","2025-10-08T18:17:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T15:55:00.000Z","2025-10-08T18:22:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:00:00.000Z","2025-10-08T18:27:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:05:00.000Z","2025-10-08T18:32:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:10:00.000Z","2025-10-08T18:37:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:15:00.000Z","2025-10-08T18:42:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:20:00.000Z","2025-10-08T18:47:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:25:00.000Z","2025-10-08T18:52:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:30:00.000Z","2025-10-08T18:57:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:35:00.000Z","2025-10-08T19:02:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:40:00.000Z","2025-10-08T19:07:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:45:00.000Z","2025-10-08T19:12:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:50:00.000Z","2025-10-08T19:17:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T16:55:00.000Z","2025-10-08T19:22:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:00:00.000Z","2025-10-08T19:27:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:05:00.000Z","2025-10-08T19:32:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:10:00.000Z","2025-10-08T19:37:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:15:00.000Z","2025-10-08T19:42:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:20:00.000Z","2025-10-08T19:47:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:25:00.000Z","2025-10-08T19:52:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:30:00.000Z","2025-10-08T19:57:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:35:00.000Z","2025-10-08T20:02:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:40:00.000Z","2025-10-08T20:07:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:45:00.000Z","2025-10-08T20:12:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:50:00.000Z","2025-10-08T20:17:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T17:55:00.000Z","2025-10-08T20:22:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:00:00.000Z","2025-10-08T20:27:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:05:00.000Z","2025-10-08T20:32:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:10:00.000Z","2025-10-08T20:37:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:15:00.000Z","2025-10-08T20:42:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:20:00.000Z","2025-10-08T20:47:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:25:00.000Z","2025-10-08T20:52:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:30:00.000Z","2025-10-08T20:57:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:35:00.000Z","2025-10-08T21:02:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:40:00.000Z","2025-10-08T21:07:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:45:00.000Z","2025-10-08T21:12:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:50:00.000Z","2025-10-08T21:17:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T18:55:00.000Z","2025-10-08T21:22:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:00:00.000Z","2025-10-08T21:27:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:05:00.000Z","2025-10-08T21:32:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:10:00.000Z","2025-10-08T21:37:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:15:00.000Z","2025-10-08T21:42:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:20:00.000Z","2025-10-08T21:47:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:25:00.000Z","2025-10-08T21:52:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:30:00.000Z","2025-10-08T21:57:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:35:00.000Z","2025-10-08T22:02:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:40:00.000Z","2025-10-08T22:07:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:45:00.000Z","2025-10-08T22:12:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:50:00.000Z","2025-10-08T22:17:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T19:55:00.000Z","2025-10-08T22:22:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:00:00.000Z","2025-10-08T22:27:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:05:00.000Z","2025-10-08T22:32:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:10:00.000Z","2025-10-08T22:37:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:15:00.000Z","2025-10-08T22:42:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:20:00.000Z","2025-10-08T22:47:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:25:00.000Z","2025-10-08T22:52:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:30:00.000Z","2025-10-08T22:57:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:35:00.000Z","2025-10-08T23:02:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:40:00.000Z","2025-10-08T23:07:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:45:00.000Z","2025-10-08T23:12:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:50:00.000Z","2025-10-08T23:17:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T20:55:00.000Z","2025-10-08T23:22:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:00:00.000Z","2025-10-08T23:27:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:05:00.000Z","2025-10-08T23:32:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:10:00.000Z","2025-10-08T23:37:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:15:00.000Z","2025-10-08T23:42:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:20:00.000Z","2025-10-08T23:47:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:25:00.000Z","2025-10-08T23:52:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:30:00.000Z","2025-10-08T23:57:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:35:00.000Z","2025-10-09T00:02:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:40:00.000Z","2025-10-09T00:07:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:45:00.000Z","2025-10-09T00:12:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:50:00.000Z","2025-10-09T00:17:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T21:55:00.000Z","2025-10-09T00:22:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:00:00.000Z","2025-10-09T00:27:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:05:00.000Z","2025-10-09T00:32:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:10:00.000Z","2025-10-09T00:37:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:15:00.000Z","2025-10-09T00:42:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:20:00.000Z","2025-10-09T00:47:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:25:00.000Z","2025-10-09T00:52:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:30:00.000Z","2025-10-09T00:57:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:35:00.000Z","2025-10-09T01:02:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:40:00.000Z","2025-10-09T01:07:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:45:00.000Z","2025-10-09T01:12:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:50:00.000Z","2025-10-09T01:17:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T22:55:00.000Z","2025-10-09T01:22:00.000Z","Trincomalee - Batticaloa"
"R008","NB-1003","2025-10-08T00:00:00.000Z","2025-10-08T23:00:00.000Z","2025-10-09T01:27:00.000Z","Trincomalee - Batticaloa"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:00:00.000Z","2025-10-08T05:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:05:00.000Z","2025-10-08T05:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:10:00.000Z","2025-10-08T05:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:15:00.000Z","2025-10-08T06:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:20:00.000Z","2025-10-08T06:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:25:00.000Z","2025-10-08T06:10:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:30:00.000Z","2025-10-08T06:15:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:35:00.000Z","2025-10-08T06:20:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:40:00.000Z","2025-10-08T06:25:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:45:00.000Z","2025-10-08T06:30:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:50:00.000Z","2025-10-08T06:35:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T05:55:00.000Z","2025-10-08T06:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:00:00.000Z","2025-10-08T06:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:05:00.000Z","2025-10-08T06:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:10:00.000Z","2025-10-08T06:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:15:00.000Z","2025-10-08T07:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:20:00.000Z","2025-10-08T07:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:25:00.000Z","2025-10-08T07:10:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:30:00.000Z","2025-10-08T07:15:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:35:00.000Z","2025-10-08T07:20:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:40:00.000Z","2025-10-08T07:25:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:45:00.000Z","2025-10-08T07:30:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:50:00.000Z","2025-10-08T07:35:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T06:55:00.000Z","2025-10-08T07:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:00:00.000Z","2025-10-08T07:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:05:00.000Z","2025-10-08T07:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:10:00.000Z","2025-10-08T07:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:15:00.000Z","2025-10-08T08:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:20:00.000Z","2025-10-08T08:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:25:00.000Z","2025-10-08T08:10:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:30:00.000Z","2025-10-08T08:15:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:35:00.000Z","2025-10-08T08:20:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:40:00.000Z","2025-10-08T08:25:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:45:00.000Z","2025-10-08T08:30:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:50:00.000Z","2025-10-08T08:35:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T07:55:00.000Z","2025-10-08T08:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:00:00.000Z","2025-10-08T08:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:05:00.000Z","2025-10-08T08:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:10:00.000Z","2025-10-08T08:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:15:00.000Z","2025-10-08T09:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:20:00.000Z","2025-10-08T09:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:25:00.000Z","2025-10-08T09:10:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:30:00.000Z","2025-10-08T09:15:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:35:00.000Z","2025-10-08T09:20:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:40:00.000Z","2025-10-08T09:25:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:45:00.000Z","2025-10-08T09:30:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:50:00.000Z","2025-10-08T09:35:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T08:55:00.000Z","2025-10-08T09:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:00:00.000Z","2025-10-08T09:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:05:00.000Z","2025-10-08T09:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:10:00.000Z","2025-10-08T09:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:15:00.000Z","2025-10-08T10:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:20:00.000Z","2025-10-08T10:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:25:00.000Z","2025-10-08T10:10:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:30:00.000Z","2025-10-08T10:15:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:35:00.000Z","2025-10-08T10:20:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:40:00.000Z","2025-10-08T10:25:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:45:00.000Z","2025-10-08T10:30:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:50:00.000Z","2025-10-08T10:35:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T09:55:00.000Z","2025-10-08T10:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:00:00.000Z","2025-10-08T10:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:05:00.000Z","2025-10-08T10:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:10:00.000Z","2025-10-08T10:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:15:00.000Z","2025-10-08T11:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:20:00.000Z","2025-10-08T11:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:25:00.000Z","2025-10-08T11:10:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:30:00.000Z","2025-10-08T11:15:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:35:00.000Z","2025-10-08T11:20:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:40:00.000Z","2025-10-08T11:25:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:45:00.000Z","2025-10-08T11:30:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:50:00.000Z","2025-10-08T11:35:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T10:55:00.000Z","2025-10-08T11:40:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T11:00:00.000Z","2025-10-08T11:45:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T11:05:00.000Z","2025-10-08T11:50:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T11:10:00.000Z","2025-10-08T11:55:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T11:15:00.000Z","2025-10-08T12:00:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T11:20:00.000Z","2025-10-08T12:05:00.000Z","Puttalam - Chilaw"
"R009","NB-1005","2025-10-08T00:00:00.000Z","2025-10-08T11:25:00.000Z","2025-10-08T12:10:00.000Z","Puttalam - Chilaw"
